,Titulo,Temple anímico,Letra
83,El culpable soy yo,"['Culpa', 'Desconsuelo', '\nRemordimiento', 'Arrepentimiento']","Voy a gritar otra vez, se van las fuerzas de mi
las palabras se hicieron extrañas, temblo mi corazon
el culpable fui yo, coqueteandole al sol
nunca supe darte el precio justo, cuando me hablaste de amor.

Senti un silencio en la voz
que cantaba canciones de amor
llore nada pude decir
alguien dijo tu novia se fue

Es la poesia de mi vida triste, de mi vida, de mi vida alegre
cuando cantaba recordaba versos de Molina, versos de Gutierrez.

Yo quiero pedir dame un castigo Señor
yo no merezco perdon yo no soy bueno 




yo vi su dolor, pero me puse a reir 
pense que era mas feliz, de aventurero

Y vi frente al mar, miles de niños reir
 casi me quise morir, de sentimiento
llevabas en ti, un pedacito de mi
y un dia esperaba contar, todos mis sueños
 y que el divino ilumine, alla arriba tu nombre
 y te entregue la gloria, mujer.

Voy a gritar otra vez, nadie me va a responder
yo no supe sentir tu ternura, yo no quise creer
yo te amaba tambien, te lo juro ante Dios
poco a poco sangre mas la herida, en tu alma de mujer.

Por que tuvo que ser asi
 triste y arrepentido yo estoy
alla donde puedas estar
de recuerdo te doy mi cancion

Es la poesia de mi vida triste
de mi vida de mi vida alegre
cuando cantaba recordaba versos de Molina 
versos de Gutierrez

Yo quiero pedir que en penitencia me den
 todas las penas a mi, y a mis canciones
 juntos bajo el sol, conseguiremos el perdon
de tanto hacerte sufrir, por mis errores

Los niños del mar, ya se marcharon de ahi
te vieron cerca de mi, y se escondieron
soy tan pecador, que ahora me toca vivir
pagando el precio y romper, tus ilusiones

Y que el divino ilumine, alla arriba tu nombre
 y te entregue la gloria mujer 
"
84,El ruiseñor herido,['Pena'],"Cuando supe que muy solo me dejabas
quise volverme loco en mi tormento
yo que siempre fui feliz en mis parrandas
muy alegre y bullanguero todo el tiempo
y mis sones te cantaba con el alma
ahora me encuentro solo y ya muriendo

Y estoy, ni el ruiseñor herido
con honda tristeza en el pecho
que voy a hacer si todo esta perdido
le di mi amor y recibo desprecio .

Como cosa pasajera fui dejando
a ver si con el tiempo olvidaria




y en mis noches de reposo te sentia
como si siempre estuvieras a mi lado
pero al verme abandonado me reia
al ver que solo te habia imaginado

Y asi me veran afligido
 si ya se fue mi compañera

En otros tiempos ella me daba alivio 
ahora no tengo quien de mi se duela .

La agonia termina el resto de mi vida
y ya se aleja el ruiseñor herido
en el alma una melodia sentida
aunque sabes que se pierda en el olvido
pero si tu lo escuchas negra querida
sabras que siempre te llevo conmigo

Adios digo a mis alegrias
 si al fin el dolor ha cedido

Miren que triste realidad la mia
 quise vencer y resulte vencido .
"
85,"Herida de mi alma

261",['Pena'],"Despues de analizar, lo que ha sido mi vida 
todo lo que he sufrido, desde el dia en que naci 
puedo manifestar de que el destino a mi 
solo me ha deparado sufrir esta honda herida 
llevo a mi pobre alma condolida 
que a grito me suplica no vivir 
llevo a mi pobre alma condolida 
que a grito me suplica no vivir 
 
La herida de que hablo, nadie la puede ver 
porque es dentro de mi alma, donde ella esta sangrando 
pero con toda calma, me estoy recuperando 
y se que paso a paso yo la podre vencer 
me ven regocijado al parecer 
pero yo solo se que estoy sangrando 
me ven regocijado al parecer 
pero yo solo se que estoy sangrando 

Abriendo mi sendero con miles padeceres 
lucho incansablemente por la superacion 
y es que a mi corazon lo veo terriblemente 
sangrando por desprecios y desesperacion 
y rogandole a Dios omnipotente
 que este cuerpo le tenga compasion
y rogandole a Dios omnipotente
 que este cuerpo le tenga compasion
"
86,Imposible,"['Pena', 'Desolación']","Que poco a quedado de lo que yo he sido
poco casi nada de ese hombre de ayer
porque mis fracasos ahora se han vencido
me siento perdido sin nada que hacer

Antes yo luchaba con mi puño erguido
con mi frente en alto y con dignidad
porque ella me amaba, y era mi incentivo 
mi unico motivo, pa’ poder triunfar
pero todo cambia y hasta ella se ha ido
y hoy ni un solo amigo me viene a buscar



: Solo oigo su risa de tersura blanquecina
alla en la colina veo sus ojos de cristal


pero es imposible que mi amor reviva
si ella en su partida marco mi final. (bis)

Creo que es imposible quedarse uno solo
viviendo en la vida, sin saber por que
si yo en su cariño habia forjado todo
y hoy vivo cual niño soñando un ayer

Siento que mis fuerzas fallan poco a poco
perdi mi esperanza y perdi mi fe
ya brota mi llanto ceñido a su antojo
porque ya no logro volverla a tener
ya se marchitaron profundos mis ojos
que no se si rio o si lloro otra vez

: Solo oigo su risa de tersura blanquecina
alla en la colina veo sus ojos de cristal

pero es imposible que mi amor reviva
si ella en su partida marco mi final (bis).
"
87,Mañana,"['Desolación', 'Pena']","Si mañana no puedo arreglar un son
 porque mi fe y mi valor lo hayan vencido los años
tan solo quedan versos del autor
 que demuestran su dolor y las penas que ha pasado 
las horas de tristeza, los años y los dias,
 harian noches inquietas de dolor y de agonia

Yo les cuento que soy un autor
pero yo se que mas tarde llego a quedar en la nada
y con los años quedara mi corazon
 sin cariño sin placer sin alivio para mi alma
mi mente abandonada cansada de esperar
 tan solo sufre el alma lo que no vuelve jamas




mi mente abandonada cansada de esperar
 tan solo sufre el alma lo que no vuelve jamas

Tengo epocas de ser la mariposa
 que visito los jardines y el corazon de las damas
pero mas tarde al jardinero no le importa
 que yo quede en el jardin como planta deshojada
agobiada del sol, azotada del viento,
 sera mi pensamiento lo mismo que el caracol

Cuando queda solitario en el desierto
 que su madre lo abandona y no lo vuelve a acariciar
entonces quedo sabiendo que nada es cierto
que el placer y la alegria suelen ser calamidad

Recordando las horas felices de mi vida
 llega a ser mi memoria como planta envejecida.
recordando las horas felices de mi vida
 llega a ser mi memoria como planta envejecida

Soy el hombre desconfiado porque se
 que la vida nada paga y el mundo es engañador
hoy tengo amigos, tengo amor, tengo placer
 pero yo se que mas tarde llego a quedar sin valor
esperando la suerte que ya no he de encontrar
esperando la muerte que decida mi penar

Yo revelo como no sere mañana
 cuando todos mis amigos me cambien por alegrias
por que la infancia se va junto con los dias
 la gloria y la simpatia suelen quedar en la nada
 
Medita mi memoria feliz nunca he de ser
solo quedan las sombras de lo que en un tiempo fue
medita mi memoria feliz nunca he de ser
solo quedan las sombras de lo que en un tiempo fue.
"
88,Mis quejas,['Desahogo'],"Noche veranera de mi tierra
a ti puedo contarte mis tormentos
al fin puedes tu oir mis quejas
yo se que tu comprendes lo que siento
al fin puedes tu oir mis quejas
yo se que tu comprendes lo que siento

Nochecita ya mi alma esta cansada
de darle amor a cambio de su olvido
dile que aunque las flores sean rosadas
el verano les quita el colorido
dile que aunque las flores sean rosadas
el verano les quita el colorido

Yo le entregue hasta la ultima gota
del inmenso caudal de mi esperanza





A cambio del perdon me da venganza
solo recibo espinas en vez de rosas

Que triste se hace la realidad
cuando uno nace para soñar
cuando el destino le ha de negar
la mujer buena a quien amar
cuando el destino le ha de negar
la mujer buena a quien amar

Noche veranera dulce amiga
porque siempre yo soy el que pierdo
cual es el misterio de mi vida
si yo siempre he sido un hombre bueno
cual es el misterio de mi vida
si yo siempre he sido un hombre bueno

Los momentos de amores que he vivido
han sido fugaces como la  estrella
que aparecen y se esfuman en el camino
dejando al caminante en las tinieblas
que aparecen y se esfuman en el camino
dejando al caminante en las tinieblas

Yo seguire como las aves viajeras
soñando en la distancia con un nido

Cantare alegre aunque me encuentre herido
porque cantando se alivian las penas

Que triste se hace la realidad
cuando uno nace para soñar
cuando el destino le ha de negar
la mujer buena a quien amar
cuando el destino le ha de negar
la mujer buena a quien amar
cuando el destino le ha de negar
la mujer buena a quien amar
"
89,Nuevamente solo,"['Soledad', 'Pena']","Ay! quiso volver la fe perdida a mi vida
habia una nueva salida para mi dolor
habia un jardin inmenso de flores lindas
y habia muchas golondrinas
 voladoras peregrinas desafiando al sol

Bajo una fuente ya mas cristalina
escuche un coro venia cantando al amor
sentia a la gente mucho mas amiga
encontre la mujer querida
la que sanaba la herida que el mundo me dio




Pero un dia, senti que el mundo me robaba todo
que agonia, volvi a quedarme nuevamente solo
ay! que agonia, volvi a quedarme nuevamente solo

Otra vez solitario cada dia
sin una voz de aliento que me guie
cuando llego a mi casa tan vacia
no aguanto el dolor que me persigue 
y me regreso cabizbajo y triste
voy sin rumbo y caminando solo
no importa si el peligro me embiste
no me importa nada si ya perdi todo
no importa si el peligro me embiste
no me importa nada si ya perdi todo

Ay! mis ilusiones forjaban mi mente
me creia el hombre mas fuerte el rey del amor
pero ese golpe asi tan de repente
puso a tambalear mi suerte
me toco bajar la frente se enluto mi voz

Voy a alejarme hacia una tierra ajena
donde no encuentre su huella por ningun lugar
un sitio donde nadie me hable de ella
me ire solo con mi pena
 arrastrando esta condena buscando un final

Que seria, si era tan buena si ella era tan tierna
Fantasia, ya nadie puede aliviarme esta pena
Fantasia, ya nadie puede aliviarme esta pena

Otra vez solitario cada dia…
"
90,Seguiré penando,"['Desolación', 'Pena', 'Autocompasión']","Al momento de llorar mi noble alma
yo medito la hora y enseguida digo asi:
mi pobre vida encontrara la calma
entre penas y penas termina mi vivir
mi pobre vida encontrara la calma
entre penas y penas termina mi vivir.

Pobre de mi, con este horrible mal
yo no quiero sufrir, yo quiero mitigar
Pobre de mi, con este horrible mal
yo no quiero sufrir, yo quiero mitigar




Como soy el penador vivo penando
se escuchan por los aires los gemidos de mi llanto
por donde quiera que voy sigo cantando
las tristezas del alma, mi negro desencanto
por donde quiera que voy sigo cantando
las tristezas del alma, mi negro desencanto

Esta honda herida la tengo que sufrir
si Dios lo quiere asi, asi sera mi vida
Esta honda herida la tengo que sufrir
si Dios lo quiere asi, asi sera mi vida

No me enojo porque digan en la tierra
que yo vivo penando y me llamen el penador
por donde quiera que voy siguen las penas
destrozando mi alma, mi noble corazon
por donde quiera que voy siguen las penas
destrozando mi alma, mi noble corazon

Que voy a hacer si esa es mi condicion
yo no tengo placer, solo tengo dolor
Que voy a hacer si esa es mi condicion
yo no tengo placer, solo tengo dolor

Yo quisiera ser un hombre como aquellos
que no sufren por nada y viven bien afortunados
pero mi vida nacio con el misterio
de no vivir alegre, sino vivir penando
pero mi vida nacio con el misterio
de no vivir alegre, sino vivir penando

Asi sera mi vida y el dolor
hasta que el corazon, no pueda sufrir mas
Asi sera mi vida y el dolor
hasta que el corazon, no pueda sufrir mas
"
91,Tragedia,"[' Autocompasión', ' Desconsuelo', '\nDesdicha', 'Depresión anímica']","Sigo soportando la tragedia 
que la vida tiene para mi 
y sigo viviendo la comedia 
para que la gente no comprenda 
que yo no soy un hombre feliz

A veces quiero hasta morir
pero creo en dios y sigo asi
esperando la recompensa 




Me ven alegre y es a la fuerza 
para que crean que ando contento 
pero mi mal sigue por dentro 
y a veces siento que mi cuerpo 
es embargo por la tristeza 

Ya yo no aguanto este tormento 
me tambaleo de sentimiento 
y me sostiene es la nobleza 

Como hago yo para volver a ser
el hombre alegre de aquellos tiempos 
si pa poder estar contento 
todo depende de una mujer

De una que le di mi querer y que solo 
me ha dado sufrimiento (bis)

Me pongo a meditar y no comprendo 
porque dos seres sufren por terquedades 
y en mi se acabaron los cantares 
que se los robaron los pesares 
por la cruz que cargo de andar sufriendo 

Acercate hacia mi se mas amable 
abrazame mujer pa que se acabe
el tormento fatal que dentro tengo (bis)
"
92,Adiós a la cacica,['Pesar'],"No me voy a hacer esperar, pedire justicia ante Dios
 y en coro vamos a gritar, que esta de luto nuestro folclor
 la copa estaba rebozada, y esta es la gota que la derramo
 porque ya no pudo aguantar, mas el peso de este terror

Consuelo
 como quisieramos volver a ver
 una Trinitaria en tu cabellera
 con un hermoso vestido de flores
 sonriendo y bailando las piloneras
Esa dicha no la podemos tener
 aunque si un angel se apareciera
 le pediria que con su poder
 a la casita no las devolviera





 Pero es que asi es la vida
 las personas buenas se nos van
 pero es que asi es la vida
 y no regresan nunca Jamas

Ay  pero es que asi es la vida
 las persona buena se nos van 
pero es que asi es la vida
y no regresan nunca Jamas

Vives en nuestro corazon
 donde nada ni nadie te podra arrancar
Vives en nuestro pensamiento
 y ni siquiera el tiempo te podra borrar

Pero es que asi es la vida…

Una mujer elegante
 alegre y de buen corazon
 y estuviste entre las mas grandes
 mujeres de nuestra region

 Dejaste un pueblo solito
pero no fue tu voluntad
 no quisiste haberte marchado
 pero que triste es la realidad
 Consuelo
 como pudieron quitarle la vida
 a esa mujer que luchaba por la paz
 que defendio el folclor y la cultura
 esa que fundo nuestro festival

De su campaña hacia la gobernacion
 nos dejaste el mas lindo recuerdo 
la frase que broto de tu corazon
 para que vuelvan los buenos tiempos

 Pero es que asi es la vida… 
.
No callaron los acordeones 
ahora lloran mas fuerte porque tu no estas
los cantantes cantan mas alto
 para que los escuches en la eternidad

 Pero es que asi es la vida… 
"
93,"Adiós a Pedro Castro

277",['Pesar'],"Aqui canta un vallenato con profunda conmocion
a Pedro Castro que tanta gloria le dio a la region

Pedro a ti Valledupar nunca te podra olvidar
noble fue tu corazon al servirle a la region


Te quiso y te lloro tu pueblo
 que gran falta le vas hacer
ya no hay quien pida no hay quien clame
 las cosas que ha de querer 
ya no hay quien pida no hay quien clame
 las cosas que ha de querer 

La provincia esta de luto
 porque murio ese gran hombre
la gloria toda en el pupo
 rindio homenaje a su hombre
tierra de Hernando Molina
 de Roberto Pabayo
le queda un sabor amargo
 porque aqui no se enterro

La muerte a ti te llevo 
por eso te digo adios
la muerte a ti te llevo 
por eso te digo adios
"
94,El pueblo quiere al cantante,['Pesar'],"Se murio el cantor que ayer
nos cantaba canciones bien sentidas
se que has muerto Rafael
pero viviras siempre en nuestras vidas

Tu voz linda nadie la reemplazara
la reemplazara aunque cante yo
nos dejaste heridos con un cruel final
con un cruel final fui tu seguidor

Tuve mucho Rafa que aprender de ti
que aprender de ti fuiste mi profesor
hoy se escucha mi lamento pa’ seguir
pa’ seguir tu escuela con honor

Que Dios te tenga en la gloria y veas en mi
siempre veas en mi tu alumno profesor




porque nadie puede remplazarte a ti 
remplazarte a ti eso lo dispone Dios

El pueblo llora todos tu muerte
bendita suerte que sera del folclor
no se respeta ni el presidente
ni el inocente ni el cantante de hoy 
no se respeta ni el presidente
ni el inocente ni el cantante de hoy 

Esa paz que nosotros queremos
que no se derrame tanta sangre
hoy otro cantante que perdemos
¡ay! Dios mio que pasa con el arte

El cantante es cultura de un pueblo
y es el pueblo el que quiere al cantante (bis)

Tantas canciones sentidas
que a todo el mundo Rafa le cantaba
Clara Elena con sus hijas
tienen el alma triste y destrozada

Porque le han quitado la vida al cantor
la vida al cantor no cantara mas
dejando sola a su esposa sin amor
niñas sin calor y amor de papa

Tus amigos siempre te recordaran 
y yo tu seguidor tu escuela seguira
una viejecita que fue tu mama un viejo tu papa
tus hermanos tambien
ellos siempre Rafa te recordaran 
y tambien lloraran ¡ay! tu muerte tan cruel
de rodillas le pediremos a Dios ¡ay!  por tu eterna paz
y a la virgen tambien.

El pueblo llora todos tu muerte…
Esa paz que nosotros queremos…

El cantante es cultura de un pueblo….
"
95,"El silencio de Freddy

281","['Desconsuelo', 'Nostalgia']","Voces de muerte se oyeron en todita la region
el llanto brillo en los ojos tristeza en el corazon
y mientras vibra confusa las nota de un acordeon
Freddy Molina se muere sin sentir ningun dolor
cuando todos los amigos lo llevaron a enterrar
un grito que se me apaga solo pude sollozar

Y ahi en su pueblito natal 
duermen sus sueños de infancia
 anhelos que nunca podra realizar

En su pueblito en la sabana
 que se llama Patillal
Freddy Molina alli descansa
 nunca mas se oira cantar

Mi compañero se ha ido cuando empezaba a vivir
en la mitad del camino se acabo su porvenir
una copla muy sincera por si acaso muera yo
el destino que me espera vivir hoy mañana no

Sopla viento que te alejas 
siento impulso de cantar
llega mi voz por praderas
 yo no la quiero escuchar

y alli en su pueblito natal…


En su pueblito en la sabana…
"
96,Es normal sentirse así,"['Desconsuelo', 'Resignación', 'Pesar']","Yo tengo que vivir con mi dolor
yo tengo que vivir con tu recuerdo
solamente le doy gracias a Dios
por haberme prestado un hijo bueno

Nunca te reprochare a ti Señor,
porque de nuestras vidas tu eres dueño
yo tengo la esperanza que su adios
al encontrarnos estemos contentos

Ay, ay, ay, ay, Kaleth
te sigo queriendo,
ay, ay, ay, ay, Kaleth
estoy muy contento,
ay, ay, ay, ay, Kaleth
te sigo queriendo




.Como quisiera tu madre tenerte
y tus hermanos decirte te quiero
como decirle yo a toda la gente
este dolor que ya llevo por dentro

Como borrarte hijo mio de mi mente
si es imposible borrarte del tiempo
para mi siempre viviras presente
y gritare que por siempre te quiero.

Ay, ay, ay, ay, Kaleth
te sigo queriendo,
ay, ay, ay, ay, Kaleth
yo estoy muy contento
ay,ay,ay, Kaleth
hijo yo te quiero

Vivo en el limbo en tu nombre quedo, 
la hora de la verdad la estoy viviendo, 
todos los que escucharon a tu voz, 
desde el cielo le estas agradeciendo. 

La fortaleza que ahora Dios me dio, 
es la que ahora a mi tiene contento, 
a Colombia y el mundo dejo hoy, 
esta cancion de mi pa´ tu recuerdo.

Ay, ay, ay, ay, Kaleth…

Como quisiera tu madre tenerte…

Como borrarte hijo mio de mi mente…

Ay, ay, ay, ay, Kaleth… .
"
97,Homenaje a la cacica,['Pesar'],"Mi corazon ya no puede cantar
 porque se encuentra triste
los acordeones lloran sin cesar
 desde el momento en que tu partiste

Se encuentra triste Valledupar
 y el festival quedo sin consuelo
y una paloma con gran pesar 
al infinito emprendio su vuelo

Todos reclaman con gran dolor
 porque nos quitaron la Cacica
que era la madre de este folclor
 los vallenatos aun no se explican

Yo solo tengo este lamento
eso es lo que mi alma siente
es transparente el pensamiento ¡ay!
por que tu vives en mi mente

No la volvere a escuchar
cantando el amor amor
o los versos del pilon
pa’ inaugura’ el festival

Proclama: ¡Consuelo Araujo Noguera viviras por siempre!




es transparente el pensamiento ¡ay!
por que tu vives en mi mente

Ya no la volvere a ver
a la cacica del Valle
como la vi un dia de ayer
caminando por sus calles

El Guatapuri ya no me hace inspirar
ya no estan frias sus aguas
es que mi Valle no ha sido igual
como cuando la Cacica estaba

¡Ay! ya no hay cura para este mal
mi corazon se encuentra muy triste
se oye un lamento en todo el Cesar
que aquella tarde fue a despedirse

Estan de luto los acordeones
y eso nos causa mucho dolor
tu viviras en los corazones
 de los amantes de este folclor

Consuelo escucha este lamento
eso es lo que mi alma siente…

Ya no la volvere a ver…

No la volvere a escuchar…

Consuelo escucha este lamento
Tu sabes que mi alma no miente
viviras en mi pensamiento ¡ay!...

Yo solo tengo este lamento
eso es lo que mi alma siente…
"
98,Lamento profundo,['Pesar'],"Brota un lamento de lo profundo del alma
brota un lamento de lo profundo del alma
un sentimiento de repudio y de dolor
un corazon adolorido que reclama
se haga justicia y le devuelvan el amor

En la provincia solo se escucha el silencio
notas sentidas que salen de un acordeon
el canto triste que se aleja con el viento
desesperanza que marchita la ilusion

Cacica danos consuelo, Consuelo danos Cacica
pa´ que florezcan de nuevo las trinitarias marchitas 





De tu rostro la sonrisa por callejones se va
el silencio de la brisa en el tiempo vivira
hoy llora Valledupar con sentimiento y dolor
su imagen nos quedara en cada verso de amor

Hay ven y ves que el Valle esta muy dolido
ves y ven que en tus huellas hay destino
hay ven ven y ves que el valle esta muy dolido

Huellas de sangre que se quedan en la tierra
huellas de sangre que se quedan en la tierra
y lentamente siguen dejando el dolor
en el susurro de cantos de luna llena
la noche triste lamenta desilusion

Aqui en mi tierra volveran los buenos tiempos
y de la sierra bajara su corazon
con la nobleza de su bello pensamiento
que dan su vida por la gente y su folclor

Cacica danos consuelo, Consuelo danos Cacica
pa´ que florezcan de nuevo las trinitarias marchitas 

Las flor herida moria la vida se hizo fugaz
con la esperanza perdida de no volverla a ver mas
hoy llora Valledupar con sentimiento y dolor
su imagen nos quedara en cada verso de amor

Hay ven y ves que el Valle esta muy dolido…
"
99,Murió el turpial,['Pesar'],"Mi gran amigo que es lo que te esta pasando
porque no te oigo cantando la tarima triste esta
pero lo entiendo la nevada esta llorando
ya no sale el sol temprano todo es triste en el Cesar

Tu voz hermosa de tenor se va apagando
ya no hay coros vallenatos que acompañen tu cantar
y los corrillos debajo del e´ mango
 no hacen bulla estan rezando por la muerte del turpial

Se oye un corito como de angeles cantando
porque el trovero para el cielo se mudo 

Ya no es extraño que se escuche un vallenato 
del señor en el regazo si en el cielo esta el cantor 

En el cielo esta el cantor
 ya sin penas ni dolor




en el cielo esta el cantor
 ya sin penas ni dolor

Pero llora el rio Badillo y el Cesar callado esta
ya no canta el pajarillo como solia cantar
porque aquel que mas trinaba, nuestro querido turpial
se marcho calladamente, llora tu Valledupar

Canta Gustavo tu cancion mas lastimera 
dejame escuchar tu queja yo tambien quiero llorar
porque me duele que se vaya un compañero
que se nos pierda un trovero que se nos muera el turpial

Mira que negra son nubes alla arriba
 la nevada esta escondida tiene ganas de llover
llora a torrentes la madre naturaleza
y el Guatapuri se encrespa porque el nunca va a volver

Calladamente viaja su alma de gigante
muere en su lares el arhuaco soñador
Calladamente viaja su alma de gigante
muere en su lares el arhuaco soñador

Va recogiendo sus canciones vallenatas
 para hacer una guirnalda de leyendas el cantor
Va recogiendo sus canciones vallenatas
 para hacer una guirnalda de leyendas el cantor

En el cielo esta el cantor
 ya sin penas ni dolor
en el cielo esta el cantor
 ya sin penas ni dolor

En la plaza Alfonso Lopez
se agiganta un gran clamor
porque la voz de Moscote
nuestro querido turpial

Por el ambito del cielo
 nos dibuja una cancion
que se enrede en la nevada
y se va a secar el sol
algun alma entre en sus brazos
va tocando un acordeon…
"
100,"No voy a Patillal

291",['Pesar'],"No voy a Patillal porque me mata la tristeza
al ver que en ese pueblo fue donde murio un amigo mio
era autor, como lo es Zabaleta
y era lo mas querido, de ese caserio
: era autor, como lo es Zabaleta
y era lo mas querido, de ese caserio

Si algun dia llego a ir se que me regreso enseguida
porque me da tristeza apenas yo empiece a recordarlo
porque yo se muy bien que en su tierra querida
ha dejado un vacio que no hay como llenarlo
: porque yo se muy bien que en su tierra querida
ha dejado un vacio que no hay como llenarlo

Me gusta Patillal porque alla me quieren bastante
y cada vez que voy yo me vengo muy agradecido
pero volver alla ahora si no me nace
desde que se murio ese amigo mio
: pero volver alla ahora si no me nace
desde que se murio ese amigo mio

Cuando escucho el paseo de Los Tiempos de la Cometa
me imagino que estaba presintiendo su despedida
porque es verdad que el tiempo que se va no regresa
solo queda el recuerdo de las cosas queridas.
: porque es verdad que el tiempo que se va no regresa
solo queda el recuerdo de las cosas queridas.
"
101,"Que viva el rey

293",['Pesar'],"Ya los campanales toditos se secaron
se encuentra enlutecida Colombia y su folclor 


Se siente el silencio en los altos del Rosario
y se ha enmudecido el pedazo de acordeon 
El cero treinta y nueve se ha varado
y Fidelina llora de dolor 

Hemos recibido del rey la despedida
y esta despedida nos parte el corazon 
lo ha llorado el Paso tambien Planeta Rica
lo ha llorado el Valle y toda la Nacion 

Hoy esta con Juancho y con Alicia
tocando en el cielo un triste son 

Adios negro grande te fuiste para siempre
pero tu recuerdo prevalecera 

En los festivales ya no podremos verte
pero sin embargo quien te olvidara 

Yo que tuve el honor de conocerte
nunca te olvidare Alejo Duran 
"
102,"Se me fue mi cantante

295","['Pesar', 'Desolación']","
Se fue un amigo, se fue un gran hijo
se fue un papa, se fue el cantor, Rafa no esta

Colombia te llora, porque tu te fuiste
tu estas en la gloria y un pueblo esta triste
hay luto en mi alma, me tiembla la voz
junto a ti cantaba, de ti aprendi yo

Quien pudo ser, quien pudo ser, 
que sego tu vida, que no penso
en una mujer, que triste quedo, 
sola con sus hijos, oye me Dios

Y un acordeon tambien, triste quedo
y un acordeon tambien, tambien lloro
y un acordeon tambien, triste quedo
 y un acordeon tambien

Proclama
Rafa, te fuiste… pero viviras en nuestros corazones, 
porque eras el sentimiento hecho cancion
 y el sentimiento nunca muere

¿Por que señor, te lo llevaste, si era el cantante
para el amor tenia ese don, para alegrarte?

Valledupar llora, Becerril tambien
pueblito que añoras, si te vio nacer
todos los cantantes, te damos un adios
tanto que luchaste, por nuestro folclor

Quien pudo ser, quien pudo ser… 

Y un acordeon tambien, tambien lloro…

: Colombia, estas son tus canciones
"
103,Voz de acordeones,"['Indignación', 'Desolación', 'Pesar']","Cuentan que la noche era mas noche 
dicen que las tardes no morian 
cuentan que en el ayer de mi tierra 
mil pasiones, mil quimeras 
en estrofa florecian . 

Dicen tambien que la vida era hermosa 
: como una rosa, como un clavel 
los acordeones brindaban sus notas 
: valiosa y suave del tiempo aquel. 

Pero una mano cobarde 
mancho unos versos con sangre 
quito la vida a un poeta 
hoy desde un acordeon salen 




gritos que son inmortales 
voces que a Octavio recuerda. 

No estuve en la noche negra del gran ayer 
en la zona bananera fue el renacer 
mis canciones de esta tierra han sido mi llanto 
yo muero por los guajiros de pena y sed 
del pueblo soy la soberbia, el anochecer 
de las niñas soñadoras yo soy su encanto. 

Cuentan que jamas una esperanza 
se quedo en el medio del camino 
dicen que el amor y la añoranza 
como el sol de nuestra raza 
fueron unico designio . 

Dicen tambien que en los tiempos aquellos 
: todo era bello, todo era amor 
hoy ya naufragan los grandes anhelos 
: matan al pueblo, muere un cantor. 

La brisa nos trae canciones 
que son un mar de delirio 
musica, ensueño y recuerdo 
hoy claman los acordeones 
nostalgia del rio Badillo 
su ultimo adios a un trovero 

Yo soy despues de mi ocaso la unica voz 
que como un sinsonte herido vuelve a trinar 
para sembrar en mi pueblo mis ilusiones
 
Yo fui el cantor de los cerros, del rio y el sol 
que deje una nota alegre en cada ansiedad 
y una melodia en las almas de mis amores. 
"
104,Adiós a un amigo,"['Desconsuelo', 'Pesar']","Hace tiempo mucho tiempo yo queria
arregla una melodia para hacer una cancion
la sonrisa que a mi siempre me veian
de mis labios no salian era grande mi dolor 

Pero siento que puedo cantar
mis buenos y malos tiempos
y por eso no puedo callar
lo que me da sentimiento 

Cuando perdi mi compañero
mi compadre Rafael Aron (bis)
perdi mi amigo mas sincero
y mi hermano de corazon 

El cariño que alli en Gaira tu sembraste
con el paso de los años buenos frutos se veran
en la gente a la que tanto ayudaste
no hacen mas que recordarte
y siempre te extrañaran 

Y tus hijos llevaran tu nombre
con cariño perdurable
en la forma que le corresponde
a los hijos del buen padre 

Ahora en la fiesta de la Virgen
le rezare con devocion 
pa’ que ella tampoco se olvide
del compadre Rafael Aron 
"
105,Adiós mamá,"['Pesar', 'Nostalgia']","Hubo un dia que amanecio y a mi lado no te halle
 madrecita de mi alma
 el tiempo desvanecio la sonrisa que encontre
junto a mi almohada

triste se apago tu voz nada pudimos hacer
 pa’ evitar que te marcharas
la vida no te alcanzo para mirar florecer
 lo que anhelabas

Recuerdo cada mañana que con besos de cafe
 feliz me despertabas
confusos columpios de mi ayer nido de mi niñez
 ternura desbordaban

no podre olvidar lo grande que fue
: el tiempo de ayer junto a ti mama,




quisiera gritar de nuevo otra vez 
: como un dia grite de felicidad

Extasiado en tu regazo derrochando amor
 salte a la vida,
vida que se hizo pedazos por tu ausencia
 viejita querida

Ay yayayayay, que puedo hacer
 se rompio tu pecho de clavel,
Ay yayayayay, adios mama
 aqui en mi silencio reinaras.

Se que fuiste una mujer de ambiciones de papel
 solo la paz codiciabas,
y en coronas de laurel se marcho tu sencillez
 tan pura y sana

Se borro el camino aquel que contigo yo pase
 tu mi manito agarrabas
con tu dulce timidez me lograbas convencer
 mientras lloraba

Ni año nuevo ni la navidad quisiera ver llegar
 con su cristal de penas,
villancicos de mi soledad a quien voy a abrazar
 cuando el otro año llega

¡Oh! silencio cruel de larga crueldad
 : decime por que se fue mi mama,
me niego a creer esa realidad
: quisiera saber quien me arrullara.

Extasiado en tu regazo derrochando amor frente a la vida…
"
